Filename,Run Count,Last Run Date
"C:\Users\zardi\AppData\Local\Microsoft\Windows\CloudStore\{afe2fe5f-e846-4798-9e5c-19306a767b3b}\windows.data.apps.appcompatinfo\appcompatlist\0000711e471311256b767312386e0ce130360000ffff",1,133684831198856238
